date,OT
2025-01-22 02:57:00,6005.833333
2025-01-22 02:58:00,6058.233333
2025-01-22 02:59:00,6097.066667
2025-01-22 03:00:00,6118.433333
2025-01-22 03:01:00,6129.116667
2025-01-22 03:02:00,6163.333333
2025-01-22 03:03:00,6179.2
2025-01-22 03:04:00,6183.633333
2025-01-22 03:05:00,6197.816667
2025-01-22 03:06:00,6255.95
2025-01-22 03:07:00,6299.933333
2025-01-22 03:08:00,6338.516667
2025-01-22 03:09:00,6377.533333
2025-01-22 03:10:00,6430.1
2025-01-22 03:11:00,6474.383333
2025-01-22 03:12:00,6496.616667
2025-01-22 03:13:00,6555.966667
2025-01-22 03:14:00,6590.95
2025-01-22 03:15:00,6665.166667
2025-01-22 03:16:00,6696.65
2025-01-22 03:17:00,6739.6
2025-01-22 03:18:00,6785.15
2025-01-22 03:19:00,6798.5
2025-01-22 03:20:00,6849.0
2025-01-22 03:21:00,6892.55
2025-01-22 03:22:00,6867.483333
2025-01-22 03:23:00,6911.4
2025-01-22 03:24:00,6956.716667
2025-01-22 03:25:00,6998.266667
2025-01-22 03:26:00,7019.6
2025-01-22 03:27:00,7027.3
2025-01-22 03:28:00,7052.433333
2025-01-22 03:29:00,7084.783333
2025-01-22 03:30:00,7116.8
2025-01-22 03:31:00,7131.3
2025-01-22 03:32:00,7132.516667
2025-01-22 03:33:00,7130.116667
2025-01-22 03:34:00,7119.35
2025-01-22 03:35:00,7121.266667
2025-01-22 03:36:00,7136.733333
2025-01-22 03:37:00,7141.75
2025-01-22 03:38:00,7201.7
2025-01-22 03:39:00,7221.65
2025-01-22 03:40:00,7300.366667
2025-01-22 03:41:00,7305.3
2025-01-22 03:42:00,7314.666667
2025-01-22 03:43:00,7300.416667
2025-01-22 03:44:00,7247.666667
2025-01-22 03:45:00,7200.616667
2025-01-22 03:46:00,7138.466667
2025-01-22 03:47:00,7110.25
2025-01-22 03:48:00,7073.433333
2025-01-22 03:49:00,7053.016667
2025-01-22 03:50:00,7030.833333
2025-01-22 03:51:00,7052.133333
2025-01-22 03:52:00,7079.866667
2025-01-22 03:53:00,7061.633333
2025-01-22 03:54:00,7073.1
2025-01-22 03:55:00,7071.483333
2025-01-22 03:56:00,7070.7
2025-01-22 03:57:00,7056.9
2025-01-22 03:58:00,7071.1
2025-01-22 03:59:00,7065.45
2025-01-22 04:00:00,7074.25
2025-01-22 04:01:00,7064.6
2025-01-22 04:02:00,7062.933333
2025-01-22 04:03:00,7084.733333
2025-01-22 04:04:00,7087.766667
2025-01-22 04:05:00,7106.333333
2025-01-22 04:06:00,7130.35
2025-01-22 04:07:00,7142.65
2025-01-22 04:08:00,7209.483333
2025-01-22 04:09:00,7238.866667
2025-01-22 04:10:00,7290.2
2025-01-22 04:11:00,7299.233333
2025-01-22 04:12:00,7322.266667
2025-01-22 04:13:00,7367.716667
2025-01-22 04:14:00,7349.116667
2025-01-22 04:15:00,7423.933333
2025-01-22 04:16:00,7470.333333
2025-01-22 04:17:00,7490.483333
2025-01-22 04:18:00,7482.566667
2025-01-22 04:19:00,7567.183333
2025-01-22 04:20:00,7572.6
2025-01-22 04:21:00,7576.716667
2025-01-22 04:22:00,7577.483333
2025-01-22 04:23:00,7587.1
2025-01-22 04:24:00,7639.683333
2025-01-22 04:25:00,7698.683333
2025-01-22 04:26:00,7742.816667
2025-01-22 04:27:00,7761.533333
2025-01-22 04:28:00,7784.283333
2025-01-22 04:29:00,7833.616667
2025-01-22 04:30:00,7862.45
2025-01-22 04:31:00,7884.383333
2025-01-22 04:32:00,7949.966667
2025-01-22 04:33:00,7965.133333
2025-01-22 04:34:00,8034.966667
2025-01-22 04:35:00,8076.666667
2025-01-22 04:36:00,8121.75
2025-01-22 04:37:00,8187.116667
2025-01-22 04:38:00,8180.533333
2025-01-22 04:39:00,8213.966667
2025-01-22 04:40:00,8272.1
2025-01-22 04:41:00,8286.383333
2025-01-22 04:42:00,8337.883333
2025-01-22 04:43:00,8370.483333
2025-01-22 04:44:00,8388.95
2025-01-22 04:45:00,8415.433333
2025-01-22 04:46:00,8456.683333
2025-01-22 04:47:00,8464.866667
2025-01-22 04:48:00,8470.25
2025-01-22 04:49:00,8465.233333
2025-01-22 04:50:00,8488.15
2025-01-22 04:51:00,8483.166667
2025-01-22 04:52:00,8471.7
2025-01-22 04:53:00,8475.383333
2025-01-22 04:54:00,8469.466667
2025-01-22 04:55:00,8467.316667
2025-01-22 04:56:00,8474.683333
2025-01-22 04:57:00,8481.683333
2025-01-22 04:58:00,8549.316667
2025-01-22 04:59:00,8554.633333
2025-01-22 05:00:00,8577.6
2025-01-22 05:01:00,8592.6
2025-01-22 05:02:00,8604.65
2025-01-22 05:03:00,8605.916667
2025-01-22 05:04:00,8642.783333
2025-01-22 05:05:00,8698.333333
2025-01-22 05:06:00,8692.683333
2025-01-22 05:07:00,8673.383333
2025-01-22 05:08:00,8569.5
2025-01-22 05:09:00,8495.383333
2025-01-22 05:10:00,8397.566667
2025-01-22 05:11:00,8311.1
2025-01-22 05:12:00,8251.7
2025-01-22 05:13:00,8184.316667
2025-01-22 05:14:00,8143.35
2025-01-22 05:15:00,8113.283333
2025-01-22 05:16:00,8073.7
2025-01-22 05:17:00,8037.966667
2025-01-22 05:18:00,7982.383333
2025-01-22 05:19:00,7980.083333
2025-01-22 05:20:00,7981.35
2025-01-22 05:21:00,7988.05
2025-01-22 05:22:00,7969.266667
2025-01-22 05:23:00,7997.583333
2025-01-22 05:24:00,7974.233333
2025-01-22 05:25:00,7952.716667
2025-01-22 05:26:00,7985.35
2025-01-22 05:27:00,7995.183333
2025-01-22 05:28:00,7985.516667
2025-01-22 05:29:00,8005.183333
2025-01-22 05:30:00,8036.75
2025-01-22 05:31:00,8046.766667
2025-01-22 05:32:00,8010.083333
2025-01-22 05:33:00,7976.616667
2025-01-22 05:34:00,7981.716667
2025-01-22 05:35:00,7956.783333
2025-01-22 05:36:00,7964.1
2025-01-22 05:37:00,7944.883333
2025-01-22 05:38:00,7949.566667
2025-01-22 05:39:00,7937.95
2025-01-22 05:40:00,7957.883333
2025-01-22 05:41:00,7937.683333
2025-01-22 05:42:00,7965.216667
2025-01-22 05:43:00,7966.316667
2025-01-22 05:44:00,8002.133333
2025-01-22 05:45:00,8048.683333
2025-01-22 05:46:00,8104.616667
2025-01-22 05:47:00,8158.133333
2025-01-22 05:48:00,8171.583333
2025-01-22 05:49:00,8238.383333
2025-01-22 05:50:00,8279.833333
2025-01-22 05:51:00,8326.016667
2025-01-22 05:52:00,8377.033333
2025-01-22 05:53:00,8397.85
2025-01-22 05:54:00,8427.85
2025-01-22 05:55:00,8494.733333
2025-01-22 05:56:00,8567.666667
2025-01-22 05:57:00,8612.883333
2025-01-22 05:58:00,8678.4
2025-01-22 05:59:00,8703.516667
2025-01-22 06:00:00,8712.666667
2025-01-22 06:01:00,8724.116667
2025-01-22 06:02:00,8689.75
2025-01-22 06:03:00,8705.283333
2025-01-22 06:04:00,8730.766667
2025-01-22 06:05:00,8777.916667
2025-01-22 06:06:00,8822.883333
2025-01-22 06:07:00,8854.333333
2025-01-22 06:08:00,8877.85
2025-01-22 06:09:00,8886.916667
2025-01-22 06:10:00,8892.866667
2025-01-22 06:11:00,8909.283333
2025-01-22 06:12:00,8908.066667
2025-01-22 06:13:00,8947.516667
2025-01-22 06:14:00,8956.716667
2025-01-22 06:15:00,8983.05
2025-01-22 06:16:00,8969.883333
2025-01-22 06:17:00,9022.166667
2025-01-22 06:18:00,8969.583333
2025-01-22 06:19:00,8963.233333
2025-01-22 06:20:00,8979.65
2025-01-22 06:21:00,8955.716667
2025-01-22 06:22:00,8922.266667
2025-01-22 06:23:00,8913.233333
2025-01-22 06:24:00,8877.3
2025-01-22 06:25:00,8846.583333
2025-01-22 06:26:00,8858.466667
2025-01-22 06:27:00,8846.666667
2025-01-22 06:28:00,8834.483333
2025-01-22 06:29:00,8820.266667
2025-01-22 06:30:00,8799.283333
2025-01-22 06:31:00,8850.766667
2025-01-22 06:32:00,8831.816667
2025-01-22 06:33:00,8808.05
2025-01-22 06:34:00,8768.4
2025-01-22 06:35:00,8662.433333
2025-01-22 06:36:00,8574.366667
2025-01-22 06:37:00,8551.85
2025-01-22 06:38:00,8485.316667
2025-01-22 06:39:00,8445.25
2025-01-22 06:40:00,8386.133333
2025-01-22 06:41:00,8372.583333
2025-01-22 06:42:00,8367.366667
2025-01-22 06:43:00,8360.45
2025-01-22 06:44:00,8315.3
2025-01-22 06:45:00,8342.0
2025-01-22 06:46:00,8350.85
2025-01-22 06:47:00,8319.983333
2025-01-22 06:48:00,8339.883333
2025-01-22 06:49:00,8301.416667
2025-01-22 06:50:00,8339.8
2025-01-22 06:51:00,8326.566667
2025-01-22 06:52:00,8358.666667
2025-01-22 06:53:00,8396.133333
2025-01-22 06:54:00,8411.566667
2025-01-22 06:55:00,8395.266667
2025-01-22 06:56:00,8431.9
2025-01-22 06:57:00,8462.333333
2025-01-22 06:58:00,8504.0
2025-01-22 06:59:00,8553.5
2025-01-22 07:00:00,8624.566667
2025-01-22 07:01:00,8682.933333
2025-01-22 07:02:00,8700.266667
2025-01-22 07:03:00,8732.716667
2025-01-22 07:04:00,8772.816667
2025-01-22 07:05:00,8807.766667
2025-01-22 07:06:00,8846.433333
2025-01-22 07:07:00,8859.016667
2025-01-22 07:08:00,8886.15
2025-01-22 07:09:00,8916.633333
2025-01-22 07:10:00,8958.8
2025-01-22 07:11:00,8995.033333
2025-01-22 07:12:00,9031.216667
2025-01-22 07:13:00,9062.733333
2025-01-22 07:14:00,9102.416667
2025-01-22 07:15:00,9138.716667
2025-01-22 07:16:00,9171.966667
2025-01-22 07:17:00,9153.116667
2025-01-22 07:18:00,9180.65
2025-01-22 07:19:00,9198.533333
2025-01-22 07:20:00,9218.483333
2025-01-22 07:21:00,9245.233333
2025-01-22 07:22:00,9255.6
2025-01-22 07:23:00,9315.216667
2025-01-22 07:24:00,9335.2
2025-01-22 07:25:00,9369.816667
2025-01-22 07:26:00,9407.4
2025-01-22 07:27:00,9447.666667
2025-01-22 07:28:00,9492.016667
2025-01-22 07:29:00,9491.6
2025-01-22 07:30:00,9511.6
2025-01-22 07:31:00,9546.75
2025-01-22 07:32:00,9584.0
2025-01-22 07:33:00,9591.55
2025-01-22 07:34:00,9618.133333
2025-01-22 07:35:00,9661.083333
2025-01-22 07:36:00,9705.55
2025-01-22 07:37:00,9767.866667
2025-01-22 07:38:00,9752.433333
2025-01-22 07:39:00,9782.85
2025-01-22 07:40:00,9822.833333
2025-01-22 07:41:00,9875.85
2025-01-22 07:42:00,9889.533333
2025-01-22 07:43:00,9912.0
2025-01-22 07:44:00,9960.1
2025-01-22 07:45:00,9983.583333
2025-01-22 07:46:00,9989.3
2025-01-22 07:47:00,10041.28333
2025-01-22 07:48:00,10063.85
2025-01-22 07:49:00,10132.55
2025-01-22 07:50:00,10190.88333
2025-01-22 07:51:00,10226.03333
2025-01-22 07:52:00,10257.51667
2025-01-22 07:53:00,10259.56667
2025-01-22 07:54:00,10281.26667
2025-01-22 07:55:00,10302.33333
2025-01-22 07:56:00,10332.8
2025-01-22 07:57:00,10327.96667
2025-01-22 07:58:00,10290.31667
2025-01-22 07:59:00,10222.05
2025-01-22 08:00:00,10102.4
2025-01-22 08:01:00,10041.63333
2025-01-22 08:02:00,9899.166667
2025-01-22 08:03:00,9798.333333
2025-01-22 08:04:00,9717.133333
2025-01-22 08:05:00,9678.116667
2025-01-22 08:06:00,9627.666667
2025-01-22 08:07:00,9645.016667
2025-01-22 08:08:00,9645.9
2025-01-22 08:09:00,9607.883333
2025-01-22 08:10:00,9574.9
2025-01-22 08:11:00,9607.45
2025-01-22 08:12:00,9550.75
2025-01-22 08:13:00,9519.983333
2025-01-22 08:14:00,9534.1
2025-01-22 08:15:00,9603.3
2025-01-22 08:16:00,9557.466667
2025-01-22 08:17:00,9580.85
2025-01-22 08:18:00,9631.316667
2025-01-22 08:19:00,9657.316667
2025-01-22 08:20:00,9698.666667
2025-01-22 08:21:00,9716.5
2025-01-22 08:22:00,9727.983333
2025-01-22 08:23:00,9788.233333
2025-01-22 08:24:00,9788.116667
2025-01-22 08:25:00,9843.2
2025-01-22 08:26:00,9858.1
2025-01-22 08:27:00,9898.216667
2025-01-22 08:28:00,9950.7
2025-01-22 08:29:00,10010.76667
2025-01-22 08:30:00,10067.15
2025-01-22 08:31:00,10103.78333
2025-01-22 08:32:00,10163.13333
2025-01-22 08:33:00,10242.23333
2025-01-22 08:34:00,10293.83333
2025-01-22 08:35:00,10322.96667
2025-01-22 08:36:00,10396.06667
2025-01-22 08:37:00,10457.58333
2025-01-22 08:38:00,10541.86667
2025-01-22 08:39:00,10622.25
2025-01-22 08:40:00,10684.88333
2025-01-22 08:41:00,10758.76667
2025-01-22 08:42:00,10777.73333
2025-01-22 08:43:00,10760.38333
2025-01-22 08:44:00,10774.3
2025-01-22 08:45:00,10876.1
2025-01-22 08:46:00,10861.53333
2025-01-22 08:47:00,10878.61667
2025-01-22 08:48:00,10905.65
2025-01-22 08:49:00,10943.31667
2025-01-22 08:50:00,10950.33333
2025-01-22 08:51:00,10966.18333
2025-01-22 08:52:00,10968.48333
2025-01-22 08:53:00,10995.05
2025-01-22 08:54:00,11025.85
2025-01-22 08:55:00,11069.06667
2025-01-22 08:56:00,11119.83333
2025-01-22 08:57:00,11133.33333
2025-01-22 08:58:00,11173.91667
2025-01-22 08:59:00,11248.73333
2025-01-22 09:00:00,11239.76667
2025-01-22 09:01:00,11272.35
2025-01-22 09:02:00,11221.03333
2025-01-22 09:03:00,11241.25
2025-01-22 09:04:00,11215.35
2025-01-22 09:05:00,11259.25
2025-01-22 09:06:00,11287.13333
2025-01-22 09:07:00,11309.55
2025-01-22 09:08:00,11296.78333
2025-01-22 09:09:00,11330.91667
2025-01-22 09:10:00,11364.53333
2025-01-22 09:11:00,11391.06667
2025-01-22 09:12:00,11442.43333
2025-01-22 09:13:00,11502.86667
2025-01-22 09:14:00,11570.96667
2025-01-22 09:15:00,11606.61667
2025-01-22 09:16:00,11632.68333
2025-01-22 09:17:00,11640.28333
2025-01-22 09:18:00,11646.96667
2025-01-22 09:19:00,11620.38333
2025-01-22 09:20:00,11609.75
2025-01-22 09:21:00,11617.51667
2025-01-22 09:22:00,11600.75
2025-01-22 09:23:00,11558.6
2025-01-22 09:24:00,11458.38333
2025-01-22 09:25:00,11366.53333
2025-01-22 09:26:00,11246.6
2025-01-22 09:27:00,11141.55
2025-01-22 09:28:00,11072.1
2025-01-22 09:29:00,11024.73333
2025-01-22 09:30:00,10947.8
2025-01-22 09:31:00,10900.96667
2025-01-22 09:32:00,10830.48333
2025-01-22 09:33:00,10775.65
2025-01-22 09:34:00,10750.66667
2025-01-22 09:35:00,10765.5
2025-01-22 09:36:00,10766.13333
2025-01-22 09:37:00,10780.75
2025-01-22 09:38:00,10796.08333
2025-01-22 09:39:00,10829.11667
2025-01-22 09:40:00,10824.11667
2025-01-22 09:41:00,10833.15
2025-01-22 09:42:00,10781.35
2025-01-22 09:43:00,10832.5
2025-01-22 09:44:00,10827.8
2025-01-22 09:45:00,10885.05
2025-01-22 09:46:00,10912.5
2025-01-22 09:47:00,10912.43333
2025-01-22 09:48:00,10973.48333
2025-01-22 09:49:00,11025.91667
2025-01-22 09:50:00,11094.21667
2025-01-22 09:51:00,11134.7
2025-01-22 09:52:00,11152.41667
2025-01-22 09:53:00,11191.61667
2025-01-22 09:54:00,11263.51667
2025-01-22 09:55:00,11304.23333
2025-01-22 09:56:00,11358.96667
2025-01-22 09:57:00,11448.63333
2025-01-22 09:58:00,11496.56667
2025-01-22 09:59:00,11534.98333
2025-01-22 10:00:00,11578.83333
2025-01-22 10:01:00,11638.28333
2025-01-22 10:02:00,11658.21667
2025-01-22 10:03:00,11614.95
2025-01-22 10:04:00,11699.35
2025-01-22 10:05:00,11740.46667
2025-01-22 10:06:00,11760.13333
2025-01-22 10:07:00,11780.43333
2025-01-22 10:08:00,11856.21667
2025-01-22 10:09:00,11936.61667
2025-01-22 10:10:00,11939.46667
2025-01-22 10:11:00,12008.08333
2025-01-22 10:12:00,12053.93333
2025-01-22 10:13:00,12124.96667
2025-01-22 10:14:00,12117.15
2025-01-22 10:15:00,12172.9
2025-01-22 10:16:00,12244.4
2025-01-22 10:17:00,12256.53333
2025-01-22 10:18:00,12292.81667
2025-01-22 10:19:00,12322.43333
2025-01-22 10:20:00,12396.4
2025-01-22 10:21:00,12364.65
2025-01-22 10:22:00,12409.96667
2025-01-22 10:23:00,12420.25
2025-01-22 10:24:00,12463.31667
2025-01-22 10:25:00,12447.18333
2025-01-22 10:26:00,12554.68333
2025-01-22 10:27:00,12559.98333
2025-01-22 10:28:00,12622.58333
2025-01-22 10:29:00,12627.18333
2025-01-22 10:30:00,12623.4
2025-01-22 10:31:00,12672.01667
2025-01-22 10:32:00,12683.25
2025-01-22 10:33:00,12674.65
2025-01-22 10:34:00,12699.81667
2025-01-22 10:35:00,12769.98333
2025-01-22 10:36:00,12802.13333
2025-01-22 10:37:00,12822.35
2025-01-22 10:38:00,12839.7
2025-01-22 10:39:00,12868.76667
2025-01-22 10:40:00,12899.65
2025-01-22 10:41:00,12858.63333
2025-01-22 10:42:00,12789.33333
2025-01-22 10:43:00,12830.23333
2025-01-22 10:44:00,12816.93333
2025-01-22 10:45:00,12858.58333
2025-01-22 10:46:00,12897.33333
2025-01-22 10:47:00,12868.31667
2025-01-22 10:48:00,12811.48333
2025-01-22 10:49:00,12666.3
2025-01-22 10:50:00,12562.93333
2025-01-22 10:51:00,12394.13333
2025-01-22 10:52:00,12311.0
2025-01-22 10:53:00,12217.5
2025-01-22 10:54:00,12174.48333
2025-01-22 10:55:00,12100.91667
2025-01-22 10:56:00,12069.1
2025-01-22 10:57:00,12026.73333
2025-01-22 10:58:00,12025.4
2025-01-22 10:59:00,12047.06667
2025-01-22 11:00:00,12047.81667
2025-01-22 11:01:00,12039.33333
2025-01-22 11:02:00,12041.38333
2025-01-22 11:03:00,12034.73333
2025-01-22 11:04:00,12034.25
2025-01-22 11:05:00,12049.25
2025-01-22 11:06:00,12076.23333
2025-01-22 11:07:00,12125.85
2025-01-22 11:08:00,12154.58333
2025-01-22 11:09:00,12120.96667
2025-01-22 11:10:00,12170.8
2025-01-22 11:11:00,12154.3
2025-01-22 11:12:00,12180.66667
2025-01-22 11:13:00,12203.41667
2025-01-22 11:14:00,12246.25
2025-01-22 11:15:00,12343.98333
2025-01-22 11:16:00,12416.1
2025-01-22 11:17:00,12433.46667
2025-01-22 11:18:00,12473.96667
2025-01-22 11:19:00,12512.78333
2025-01-22 11:20:00,12562.58333
2025-01-22 11:21:00,12612.8
2025-01-22 11:22:00,12702.56667
2025-01-22 11:23:00,12799.06667
2025-01-22 11:24:00,12827.75
2025-01-22 11:25:00,12898.38333
2025-01-22 11:26:00,12982.26667
2025-01-22 11:27:00,13101.48333
2025-01-22 11:28:00,13145.68333
2025-01-22 11:29:00,13262.21667
2025-01-22 11:30:00,13340.43333
2025-01-22 11:31:00,13383.73333
2025-01-22 11:32:00,13399.55
2025-01-22 11:33:00,13357.53333
2025-01-22 11:34:00,13397.6
2025-01-22 11:35:00,13535.58333
2025-01-22 11:36:00,13564.35
2025-01-22 11:37:00,13660.66667
2025-01-22 11:38:00,13766.5
2025-01-22 11:39:00,13768.83333
2025-01-22 11:40:00,13816.73333
2025-01-22 11:41:00,13871.18333
2025-01-22 11:42:00,13820.06667
2025-01-22 11:43:00,13907.33333
2025-01-22 11:44:00,13899.61667
2025-01-22 11:45:00,14003.33333
2025-01-22 11:46:00,14028.85
2025-01-22 11:47:00,14066.38333
2025-01-22 11:48:00,14106.03333
2025-01-22 11:49:00,14166.46667
2025-01-22 11:50:00,14252.48333
2025-01-22 11:51:00,14279.01667
2025-01-22 11:52:00,14272.2
2025-01-22 11:53:00,14242.26667
2025-01-22 11:54:00,13965.15
2025-01-22 11:55:00,14393.33333
2025-01-22 11:56:00,14374.43333
2025-01-22 11:57:00,14203.26667
2025-01-22 11:58:00,14088.23333
2025-01-22 11:59:00,13986.0
2025-01-22 12:00:00,14087.06667
2025-01-22 12:01:00,14136.15
2025-01-22 12:02:00,13672.8
2025-01-22 12:03:00,14484.16667
2025-01-22 12:04:00,14211.01667
2025-01-22 12:05:00,13831.91667
2025-01-22 12:06:00,14360.13333
2025-01-22 12:07:00,14246.7
2025-01-22 12:08:00,14012.93333
2025-01-22 12:09:00,14166.15
2025-01-22 12:10:00,13908.25
2025-01-22 12:11:00,14441.41667
2025-01-22 12:12:00,14368.86667
2025-01-22 12:13:00,14296.01667
2025-01-22 12:14:00,14255.81667
2025-01-22 12:15:00,14224.41667
2025-01-22 12:16:00,14156.78333
2025-01-22 12:17:00,14031.25
2025-01-22 12:18:00,13921.31667
2025-01-22 12:19:00,13814.16667
2025-01-22 12:20:00,13753.11667
2025-01-22 12:21:00,13679.36667
2025-01-22 12:22:00,13622.05
2025-01-22 12:23:00,13539.7
2025-01-22 12:24:00,13499.16667
2025-01-22 12:25:00,13441.33333
2025-01-22 12:26:00,13419.58333
2025-01-22 12:27:00,13409.55
2025-01-22 12:28:00,13418.38333
